Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Casper,"Ghost Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109884760/casper,2.1,-1,Sport,5.10b/c,1,45,36.14462,-115.42503
Poltergeist,"Ghost Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109884779/poltergeist,3.1,-1,Sport,5.11c,1,50,36.14462,-115.42503
"The Bobby","Velvet Elvis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111443438/the-bobby,2.5,-1,Sport,5.11b,1,40,36.1466,-115.42677
"Purple Suede","Velvet Elvis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111443442/purple-suede,2.0,-1,Sport,5.11b,1,40,36.1466,-115.42677
"A Route No One Has Ever Survived","Wall of Death > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112278276/a-route-no-one-has-ever-survived,2.6,-1,"Sport, TR",5.7,1,40,36.15129,-115.43143
"Five-Thirteen Ex","Wall of Death > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112278303/five-thirteen-ex,2.5,-1,"Sport, TR",5.7,1,50,36.15129,-115.43143
"Hide and Seek","Child's Play Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114114263/hide-and-seek,2.4,-1,Sport,5.7,1,45,36.14708,-115.4272
"Monkey in the Middle","Child's Play Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114114281/monkey-in-the-middle,2.4,-1,Sport,5.7,1,50,36.14708,-115.4272
"Tag You're It","Child's Play Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114114238/tag-youre-it,2.6,-1,Sport,5.8,1,45,36.14708,-115.4272
Agave,"Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125604973/agave,2.2,-1,Sport,5.7,1,50,36.14687,-115.42762
"Never Kiss a Cactus","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116694502/never-kiss-a-cactus,2.3,-1,Sport,5.8,1,70,36.14687,-115.42762
Cholla,"Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121863071/cholla,2.5,-1,Sport,5.8,1,75,36.14687,-115.42762
"Cactus Juice","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121862988/cactus-juice,2.4,-1,Sport,5.9,1,75,36.14687,-115.42762
"Cactus Pete","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697801/cactus-pete,2.8,-1,Sport,5.10a,1,70,36.14687,-115.42762
"One Flew Over a Cactus Nest","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697386/one-flew-over-a-cactus-nest,2.6,-1,Sport,5.10b,1,70,36.14687,-115.42762
"Over a Barrel","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697487/over-a-barrel,3.0,-1,Sport,5.10d,1,70,36.14687,-115.42762
"Straight to the Point","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697694/straight-to-the-point,2.6,-1,Sport,5.10d,1,70,36.14687,-115.42762
"Cactus Hugger","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697730/cactus-hugger,2.5,-1,Sport,5.10d,1,70,36.14687,-115.42762
"Xmas Cactus","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125605083/xmas-cactus,3.0,-1,Sport,5.11a,1,65,36.14687,-115.42762
"Cactus Killa","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697532/cactus-killa,3.1,-1,Sport,5.11b,1,60,36.14687,-115.42762
Saguaro,"Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697646/saguaro,2.7,-1,Sport,5.11b,1,60,36.14687,-115.42762
"Cactus Massacre","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114115286/cactus-massacre,3.2,-1,Sport,5.11c,1,60,36.14687,-115.42762
"Cactus Root","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697604/cactus-root,3.0,-1,Sport,5.11c,1,60,36.14687,-115.42762
"The Loadstone","The Sundial > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114119397/the-loadstone,2.0,-1,Sport,5.11b/c,1,35,36.14675,-115.42727
"Turtle Track","Tortuga Tower > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114128901/turtle-track,3.5,-1,Sport,5.10d,1,70,36.14518,-115.42732
"Tortuga Tower","Tortuga Tower > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114128912/tortuga-tower,2.9,-1,Sport,5.11a,1,70,36.14518,-115.42732
"Holy Chelonians","Tortuga Tower > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120304512/holy-chelonians,2.0,-1,Sport,5.11a,1,60,36.14518,-115.42732
"Shell Game","Tortuga Tower > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120304540/shell-game,2.0,-1,Sport,5.11,1,40,36.14518,-115.42732
"Miss CarlyQuinn","The CarlyQuinn Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563598/miss-carlyquinn,2.1,-1,Sport,5.8,1,65,36.14475,-115.42653
"Keeping Up with Carly","The CarlyQuinn Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563663/keeping-up-with-carly,2.0,-1,Sport,5.10a,1,50,36.14475,-115.42653
"Full Body Wag","The CarlyQuinn Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563687/full-body-wag,1.9,-1,Sport,5.10b,1,65,36.14475,-115.42653
"Off the Leash","The CarlyQuinn Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563697/off-the-leash,2.5,-1,Sport,5.10c/d,1,60,36.14475,-115.42653
"Shine On J.P.","Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022084/shine-on-jp,2.1,-1,Sport,5.9,1,35,36.14691,-115.42791
"Times like these","Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022126/times-like-these,2.1,-1,Sport,5.9,1,40,36.14691,-115.42791
Reprobate,"Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122479970/reprobate,2.7,-1,Sport,5.9,1,35,36.14691,-115.42791
"So Glad You Made It","Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022174/so-glad-you-made-it,2.7,-1,Sport,5.10b,1,40,36.14691,-115.42791
"White After Labor Day","Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122479646/white-after-labor-day,2.6,-1,Sport,5.10b,1,40,36.14691,-115.42791
"Truth #2","Cactus Corridor > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022239/truth-2,2.9,-1,Sport,5.10d,1,45,36.14691,-115.42791
"Save On-sight","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122128635/save-on-sight,1.8,-1,"Sport, TR",5.8,1,45,36.14575,-115.42805
"Climber of 5.9","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122128607/climber-of-59,2.3,-1,"Sport, TR",5.9-,1,50,36.14575,-115.42805
"Dirty Clings Done Dirt Cheap","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003647/dirty-clings-done-dirt-cheap,2.4,-1,"Sport, TR",5.10a,1,45,36.14575,-115.42805
"I’ll Send It That Way","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009236/ill-send-it-that-way,2.6,-1,Sport,5.10a,1,50,36.14575,-115.42805
"Climber’s Paradise","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009393/climbers-paradise,3.2,-1,Sport,5.10-,1,50,36.14575,-115.42805
"High-hueco To Hell","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009198/high-hueco-to-hell,2.8,-1,Sport,5.10d,1,45,36.14575,-115.42805
"I Would Climb Any-cling for Love","Northeast Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009314/i-would-climb-any-cling-for-love,2.8,-1,Sport,5.11a,1,65,36.14575,-115.42805
"Sends in Low Places","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122036215/sends-in-low-places,1.9,-1,Sport,5.8,1,40,36.14566,-115.42811
"Oops I Sent It Again","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003544/oops-i-sent-it-again,2.3,-1,Sport,5.8+,1,55,36.14566,-115.42811
"Wannabe (my belayer)","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122036900/wannabe-my-belayer,2.3,-1,Sport,5.8+,1,75,36.14566,-115.42811
"Don’t Stop……Belaying","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009452/dont-stopbelaying,2.6,-1,Sport,5.9,1,85,36.14566,-115.42811
"Climbing on a Prayer","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003608/climbing-on-a-prayer,3.0,-1,Sport,5.10a,1,60,36.14566,-115.42811
"Climbing on Broken Choss","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123768652/climbing-on-broken-choss,3.1,-1,"Sport, TR",5.10b,1,75,36.14566,-115.42811
Routebusters!,"Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009549/routebusters,2.3,-1,Sport,5.10b/c,1,55,36.14566,-115.42811
"Bolt Climb Rock and Fall","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125604206/bolt-climb-rock-and-fall,2.8,-1,Sport,5.10b/c,1,85,36.14566,-115.42811
"Sweet Climb O' Mine","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122365715/sweet-climb-o-mine,2.9,-1,Sport,5.10c/d,1,45,36.14566,-115.42811
"Un-break My Hold","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009612/un-break-my-hold,2.5,-1,Sport,5.10d,1,75,36.14566,-115.42811
"Another Bolt in the Wall","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122365440/another-bolt-in-the-wall,2.7,-1,Sport,5.11a/b,1,50,36.14566,-115.42811
"Pour Some Beta On Me","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009513/pour-some-beta-on-me,2.9,-1,Sport,5.11b,1,85,36.14566,-115.42811
"Hanging Fifty","Southwest Wall > Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125839923/hanging-fifty,2.8,-1,Sport,5.11b,1,45,36.14566,-115.42811
Lacertine,"Chuck Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638309/lacertine,2.0,-1,Sport,5.9,1,70,36.14778,-115.42868
"Fade Out","Chuck Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638962/fade-out,2.2,-1,Sport,5.10a,1,50,36.14778,-115.42868
Crimpflation,"Chuck Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638724/crimpflation,2.0,-1,Sport,5.10d,1,50,36.14778,-115.42868
"Middle Child","Chuck Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638908/middle-child,2.7,-1,Sport,5.10d,1,50,36.14778,-115.42868
"Climb Warp","Climb Bomb > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111443423/climb-warp,2.0,-1,Sport,5.11a,1,50,36.14658,-115.42697
"Stand In The Corner","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126662056/stand-in-the-corner,2.0,-1,Sport,5.8-,1,45,36.14645,-115.4286
Antisocial,"Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661647/antisocial,2.8,-1,Sport,5.8+,1,70,36.14645,-115.4286
Containment,"Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661696/containment,2.0,-1,Sport,5.9,1,50,36.14645,-115.4286
"Mixed Victory","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661894/mixed-victory,2.2,-1,Sport,5.9,1,55,36.14645,-115.4286
"Split Happens","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126662023/split-happens,2.8,-1,Sport,5.9,1,55,36.14645,-115.4286
"The Rift","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661754/the-rift,3.0,-1,Sport,5.10a,1,50,36.14645,-115.4286
Unrepented,"Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661938/unrepented,2.7,-1,Sport,5.10a,1,55,36.14645,-115.4286
Indemnification,"Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126662038/indemnification,2.0,-1,Sport,5.10a,1,55,36.14645,-115.4286
Primogeniture,"Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661861/primogeniture,2.3,-1,Sport,5.10b,1,55,36.14645,-115.4286
"Truth To Power","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661609/truth-to-power,2.0,-1,Sport,5.10c,1,70,36.14645,-115.4286
"Choose Your Fighter","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661834/choose-your-fighter,2.6,-1,Sport,5.10d,1,55,36.14645,-115.4286
"Apocalyptic Dingleberry","Rift Corridor - Left > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126661531/apocalyptic-dingleberry,2.1,-1,Sport,5.11a/b,1,40,36.14645,-115.4286
Prosopagnosia,"Rift Corridor - Right > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126660785/prosopagnosia,2.8,-1,Sport,5.10c/d,1,40,36.14631,-115.42847
"Hangry Demon","Rift Corridor - Right > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126660850/hangry-demon,2.6,-1,Sport,5.11a,1,30,36.14631,-115.42847
"Twisted Nerve","Rift Corridor - Right > The Rift Corridor > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126660884/twisted-nerve,2.3,-1,Sport,5.11a,1,30,36.14631,-115.42847
"Variable Pessimism","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663350/variable-pessimism,2.0,-1,Sport,5.8,1,45,36.14617,-115.42828
"Shrinking Shadow","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663372/shrinking-shadow,2.0,-1,Sport,5.9+,1,35,36.14617,-115.42828
"Powered By Anxiety","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663364/powered-by-anxiety,2.0,-1,Sport,5.10a,1,45,36.14617,-115.42828
"Scream With Me","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663392/scream-with-me,2.5,-1,Sport,5.10a,1,35,36.14617,-115.42828
"Grave Peril","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663431/grave-peril,2.5,-1,Sport,5.10a,1,60,36.14617,-115.42828
"Joy Flakes","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663470/joy-flakes,2.0,-1,Sport,5.10a/b,1,35,36.14617,-115.42828
"Pseudofolliculitis Barbae","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663419/pseudofolliculitis-barbae,2.5,-1,Sport,5.10b,1,35,36.14617,-115.42828
"It's Tricky To Rock A Climb","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663442/its-tricky-to-rock-a-climb,2.0,-1,Sport,5.10b,1,55,36.14617,-115.42828
"Pathological Clinger","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663455/pathological-clinger,2.0,-1,Sport,5.10c,1,55,36.14617,-115.42828
Verticissitudes,"Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663383/verticissitudes,2.0,-1,Sport,5.10d,1,35,36.14617,-115.42828
"End On A High Note","Upper Rift > The Rift > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126663464/end-on-a-high-note,2.0,-1,Sport,5.10d,1,40,36.14617,-115.42828
"Eat My Shorts","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111609620/eat-my-shorts,2.4,-1,Sport,5.7+,1,80,36.16016,-115.4423
"Frictiony Face Panty Waist","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107089591/frictiony-face-panty-waist,2.8,-1,Sport,5.9,1,80,36.16016,-115.4423
"Plastic People","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106109062/plastic-people,2.4,-1,Sport,5.10b/c,1,90,36.16016,-115.4423
"Vile Pile","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106358718/vile-pile,1.9,-1,"Trad, Sport","5.10b/c PG13",1,50,36.16016,-115.4423
"Synthetic Society","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106129678/synthetic-society,1.9,-1,Sport,5.11a,1,90,36.16016,-115.4423
"Galloping Gal","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106132682/galloping-gal,2.7,-1,Sport,5.11a,1,100,36.16016,-115.4423
"Commitment to Excrement (aka Giuoco Piano)","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108486941/commitment-to-excrement-aka-giuoco-piano,3.1,-1,Sport,5.11a,1,100,36.16016,-115.4423
Yodritch,"Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107407348/yodritch,2.0,-1,"Trad, Sport",5.11c,2,200,36.16016,-115.4423
"Running Man","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732401/running-man,3.9,-1,Sport,5.11c,1,120,36.16016,-115.4423
"Graveyard Waltz","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905286/graveyard-waltz,3.6,-1,Sport,5.11d,1,110,36.16016,-115.4423
"Long Walk Off Of a Short Pier","The Pier > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105811893/long-walk-off-of-a-short-pier,2.5,-1,Sport,5.9-,1,70,36.1607,-115.44627
"Under the Boardwalk","The Pier > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813238/under-the-boardwalk,3.4,-1,Sport,5.11a,1,50,36.1607,-115.44627
Basement,"The Pier > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105879899/basement,3.1,-1,Sport,5.11c,1,60,36.1607,-115.44627
"Far Cry From Josh","California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105818957/far-cry-from-josh,2.5,-1,Sport,5.10-,1,45,36.16118,-115.44733
"Cal. West","California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819767/cal-west,2.1,-1,Sport,5.10c,1,85,36.16118,-115.44733
"Just in from L.A.","California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819772/just-in-from-la,2.6,-1,Sport,5.10d,1,45,36.16118,-115.44733
"Senseless seizure","California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120326325/senseless-seizure,3.0,-1,Sport,5.11c/d,1,40,36.16118,-115.44733
Quicksand,"California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820497/quicksand,2.8,-1,Sport,5.11d,1,60,36.16118,-115.44733
"Pockets of Dirt","Left Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106125706/pockets-of-dirt,2.8,-1,Sport,5.11b,1,50,36.1627,-115.44939
Helltown,"Left Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106513072/helltown,2.7,-1,Sport,5.11c/d,1,50,36.1627,-115.44939
"Broken tooth","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116749065/broken-tooth,2.9,-1,Sport,"5.10 PG13",1,100,36.16265,-115.44929
"To Bolt or Toupee","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105821400/to-bolt-or-toupee,2.2,-1,Sport,"5.10c PG13",1,100,36.16265,-115.44929
"Shouting Match","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108267793/shouting-match,2.6,-1,Sport,5.10d,1,70,36.16265,-115.44929
"The Brawl","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369366/the-brawl,2.8,-1,Sport,5.11a,1,100,36.16265,-115.44929
"High Noon","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369432/high-noon,2.9,-1,Sport,5.11a,1,110,36.16265,-115.44929
Unknown,"Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127138028/unknown,3.0,-1,Sport,5.11a,1,60,36.16265,-115.44929
"Gun Control","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369349/gun-control,2.5,-1,Sport,5.11b,1,80,36.16265,-115.44929
"Hair Today Gone Tomorrow","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369387/hair-today-gone-tomorrow,2.4,-1,Sport,5.11b,1,110,36.16265,-115.44929
Fury,"Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106513096/fury,2.8,-1,Sport,5.11,1,70,36.16265,-115.44929
"You Only Live Twice","Below Chrysler Crack > Sandy Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/115445928/you-only-live-twice,2.0,-1,Sport,"5.10c R",1,50,36.16286,-115.44786
